codigo;AplicaSN;CST00;CST02;CST10;CST15;CST20;CST30;CST40;CST41;CST50;CST51;CST53;CST60;CST61;CST70;CST90;Dispositivo;descricao;Observacao
SP053461;SIM;;;;;;;;;;SIM;;;;;;Artigo 346-A do RICMS;Diferimento - Saidas com destino a empresa geradora de energia termoeletrica de bagaco e torta de filtro resultantes da fabricacao de acucar, alcool ou melaco, palha, cavaco e outros residuos da colheita das materias- primas indicadas no item 1 do ı 4ß do;
SP053462;SIM;;;;;;;;;;SIM;;;;;;Artigo 346-B do RICMS;Diferimento - Saidas internas de energia eletrica e de energia termica (vapor d?agua), promovidas por empresa geradora de energia termoeletrica, com destino a estabelecimento fabricante de acucar, alcool ou melaco;
SP053480;SIM;;;;;;;;;;SIM;;;;;;Artigo 348 do RICMS;Diferimento - Saidas de feijao;
SP053500;SIM;;;;;;;;;;SIM;;;;;;Artigo 3?50 do RICMS;Diferimento - Saidas de produtos agropecuarios relacionados no artigo 350 do RICMS;
SP053512;SIM;;;;;;;;;;SIM;;;;;;Artigo 351-B do RICMS;Diferimento - Saida interna de amendoim em baga ou em grao de estabelecimento industrial beneficiador com destino a outro estabelecimento industrial, na proporcao de 40% (quarenta por cento) do valor da operacao.;
SP053520;SIM;;;;;;;;;;SIM;;;;;;Artigo 352 do RICMS;Diferimento - Ope?racoes com cominho;
SP053521;SIM;;;;;;;;;;SIM;;;;;;Artigo 352-A do RICMS;Diferimento - Operacoes internas com trigo em grao, exceto para semeadura, classificado na posicao 1001.00 da Nomenclatura Brasileira de Mercadorias - Sistema Harmonizado - NBM/SH;
SP053522;SIM;;;;;;;;;;SIM;;;;;;Artigo 352-B do RICMS;Diferimento - Operacoes internas com triticale, exceto para semeadura, classificado na posicao 1008.60 da Nomenclatura Comum do Mercosul - Sistema Harmonizado - NCM/SH;
SP053530;SIM;;;;;;;;;;SIM;;;;;;Artigo 353 do RICMS;Diferimento - Saida dos produtos hortifrutigranjeiros em estado natural relacionados no artigo 36 do Anexo I do RICMS com destino a estabelecimento industrial localizado neste Estado, para fins de industrializacao;
SP053540;SIM;;;;;;;;;;SIM;;;;;;Artigo 354 do RICMS;"Diferimento - Primeira saida, para o territorio do Estado, de produto ""in natura"" relacionado no artigo 354 do RICMS, ainda que acondicionado ou embalado para transporte, promovida pelo estabelecimento em que tiver sido produzido, com destino a estabeleci";
SP053550;SIM;;;;;;;;;;SIM;;;;;;Artigo 355 do RICMS;Diferimento - Operacoes com semente destinada ao plantio;Aplicacao suspensaˇenquanto vigorar o beneficio fiscal de isencao previsto no artigo 41 do Anexo I e de reducao da base de calculo previsto no artigo 77 do Anexo II, exclusivamente em relacao aos produtos ali indicados, conforme artigo 17 DDTT do RICMS (d
SP053560;SIM;;;;;;;;;;SIM;;;;;;Artigo 356 do RICMS;Diferimento - Operacoes com racao animal, concentrado ou suplemento, sendo o fabricante ou importador registrado no Ministerio da Agricultura e do Abastecimento;Aplicacao suspensaˇenquanto vigorar o beneficio fiscal de isencao previsto no artigo 41 do Anexo I e de reducao da base de calculo previsto no artigo 77 do Anexo II, exclusivamente em relacao aos produtos ali indicados, conforme artigo 17 DDTT do RICMS (d
SP053570;SIM;;;;;;;;;;SIM;;;;;;Artigo 357 do RICMS;Diferimento - Operacoes com amonia, acido nitrico, acido sulfurico, acido fosforico, cloreto de potassio, enxofre, fosfato de amonia, fosfato natural bruto, nitrato de amonio, ou de suas solucoes, nitrocalcio, ureia, sulfato de amonio, MAP (mono-amonio-fo;Aplicacao suspensaˇenquanto vigorar o beneficio fiscal de isencao previsto no artigo 41 do Anexo I e de reducao da base de calculo previsto no artigo 77 do Anexo II, exclusivamente em relacao aos produtos ali indicados, conforme artigo 17 DDTT do RICMS (d
SP053580;SIM;;;;;;;;;;SIM;;;;;;Artigo 358 do RICMS;Diferimento - Operacoes com adubo, simples ou composto, fertilizante, calcario ou gesso, destinados exclusivamente a uso na agricultura;Aplicacao suspensaˇenquanto vigorar o beneficio fiscal de isencao previsto no artigo 41 do Anexo I e de reducao da base de calculo previsto no artigo 77 do Anexo II, exclusivamente em relacao aos produtos ali indicados, conforme artigo 17 DDTT do RICMS (d
SP053590;SIM;;;;;;;;;;SIM;;;;;;Artigo 359 do RICMS;Diferimento - Operacoes com acaricida, carrapaticida, desfolhante, desinfetante, dessecante, espalhante adesivo, estimulador ou inibidor de crescimento (regulador), germicida, fungicida, formicida, herbicida, inseticida, nematicida, parasiticida, raticida;Aplicacao suspensaˇenquanto vigorar o beneficio fiscal de isencao previsto no artigo 41 do Anexo I e de reducao da base de calculo previsto no artigo 77 do Anexo II, exclusivamente em relacao aos produtos ali indicados, conforme artigo 17 DDTT do RICMS (d
SP053600;SIM;;;;;;;;;;SIM;;;;;;Artigo 360 do RICMS;Diferimento - Operacoes realizadas com insumos destinados a alimentacao animal ou a emprego na composicao ou fabricacao de racao animal, concentrado ou suplemento, em qualquer caso com destinacao exclusiva a uso na pecuaria, apicultura, aqÅicultura, avicu;Aplicacao suspensaˇenquanto vigorar o beneficio fiscal de isencao previsto no artigo 41 do Anexo I e de reducao da base de calculo previsto no artigo 77 do Anexo II, exclusivamente em relacao aos produtos ali indicados, conforme artigo 17 DDTT do RICMS (d
SP053610;SIM;;;;;;;;;;SIM;;;;;;Artigo 361 do RICMS;Diferimento - Operacoes realizadas com insumos agropecuarios indicados no artigo 361 do RICMS;Aplicacao suspensaˇenquanto vigorar o beneficio fiscal de isencao previsto no artigo 41 do Anexo I e de reducao da base de calculo previsto no artigo 77 do Anexo II, exclusivamente em relacao aos produtos ali indicados, conforme artigo 17 DDTT do RICMS (d
SP053611;SIM;;;;;;;;;;SIM;;;;;;Artigo 361-A do RICMS;Diferimento - Primeira saida de levedura inativa seca, levedura autolisada, levedura hidrolisada, parede celular de levedura e extrato de levedura;
SP053620;SIM;;;;;;;;;;SIM;;;;;;Artigo 362 do RICMS;Diferimento - Saidas de coelho;
SP053630;SIM;;;;;;;;;;SIM;;;;;;Artigo 363 do RICMS;Diferimento - Saidas de aves;
SP053640;SIM;;;;;;;;;;SIM;;;;;;Artigo 364 do RICMS;Diferimento - Operacoes com gado em pe bovino ou suino;
SP053650;SIM;;;;;;;;;;SIM;;;;;;Artigo 365 do RICMS;Diferimento - Operacoes com gado em pe das demais especies;
SP053830;SIM;;;;;;;;;;SIM;;;;;;Artigo 383 do RICMS;Diferimento - Saidas internas de subprodutos da matanca do gado (couro ou pele, em estado fresco, salmourado ou salgado, de produto gorduroso nao comestivel de origem animal, inclusive o sebo, de osso, de chifre ou de casco);
SP053880;SIM;;;;;;;;;SIM;;;;;;;Artigo 388, ı 13  do RICMS;Suspensao - Saida de equino de raca com idade superior a 3 (tres) anos para fora do Estado, para cobertura ou para participacao em provas ou para treinamento, e cujo imposto ainda nao tenha sido pago, desde que emitida a Nota Fiscal respectiva e que o ret;
SP053890;SIM;;;;;;;;;;SIM;;;;;;Artigo 389 do RICMS;Diferimento - Saidas de leite cru, pasteurizado ou reidratado ;
SP053910;SIM;;;;;;;;;;SIM;;;;;;Artigo 391 do RICMS;Diferimento - Operacoes internas com pescados, exceto os crustaceos e os moluscos, em estado natural, resfriados, congelados, salgados, secos, eviscerados, filetados, postejados ou defumados para conservacao, desde que nao enlatados ou cozidos, excluidas ;
SP053920;SIM;;;;;;;;;;SIM;;;;;;Artigo 392 do RICMS;Diferimento - Saidas de papel usado ou apara de papel, sucata de metal, caco de vidro, retalho, fragmento ou residuo de plastico, de borracha ou de tecido;
SP053941;SIM;;;;;;;;;;SIM;;;;;;Artigo 394-A do RICMS;Diferimento - Saidas de garrafas PET usadas e do produto resultante de sua moagem ou trituracao;
SP053942;SIM;;;;;;;;;;SIM;;;;;;Artigo 394-B do RICMS;Diferimento - Saidas internas de garrafas de vidro com valor comercial;
SP053951;SIM;;;;;;;;;;SIM;;;;;;Artigo 395-A do RICMS;Diferimento - Operacao interna promovida pelo estabelecimento fabricante de partes, pecas e componentes destinados ao estabelecimento fabricante de maquinas e equipamentos de uso na extracao mineral e na construcao, classificado no codigo do grupo 285 da ;
SP053952;SIM;;;;;;;;;SIM;;;;;;;Artigo 395-B do RICMS;Suspensao - Desembaraco aduaneiro de partes, pecas e componentes, quando a importacao for efetuada diretamente por estabelecimento fabricante de maquinas e equipamentos de uso na extracao mineral e na construcao, classificado no codigo do grupo 285 da Cla;
SP053953;SIM;;;;;;;;;;SIM;;;;;;Artigo 395-C do RICMS;Diferimento - Saida interna de materia-prima e produto intermediario destinados a estabelecimento fabricante de fogoes, refrigeradores, congeladores (freezers), maquinas de lavar louca, maquinas de lavar roupa ou maquinas de secar roupa, fornos eletricos ;
SP053954;SIM;;;;;;;;;;SIM;;;;;;Artigo 395-C1 do RICMS;Diferimento - Saida interna de materia-prima e produto intermediario destinados a estabelecimento fabricante de compressores para uso nao industrial, classificado no codigo 2814-3/02 da Classificacao Nacional de Atividades Economicas - CNAE;
SP053955;SIM;;;;;;;;;SIM;;;;;;;Artigo 395-D do RICMS;Suspensao - Desembaraco aduaneiro de materia-prima e produto intermediario, quando a importacao for efetuada diretamente por estabelecimento fabricante de fogoes, refrigeradores, congeladores (freezers), maquinas de lavar louca, maquinas de lavar roupa ou;
